customerID,churn_prediction,churn_probability,top_shap_features
8220-OCUFY,0,0.018174596,"{'features': ['Contract', 'MonthlyCharges', 'hai', 'kabhi', 'service'], 'values': [-1.0127887725830078, -0.8563691973686218, -0.5934175848960876, -0.5067688226699829, 0.47406908869743347]}"
3995-WFCSM,1,0.65108484,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'StreamingMovies', 'TotalCharges'], 'values': [0.8134617209434509, -0.7766971588134766, 0.42791947722435, -0.2738034427165985, -0.27152350544929504]}"
1895-QTKDO,0,0.43722567,"{'features': ['MonthlyCharges', 'tenure', 'Contract', 'TotalCharges', 'SentimentScore'], 'values': [-1.1401541233062744, 0.8857419490814209, 0.7823389768600464, -0.4622920751571655, -0.4147956371307373]}"
2038-OEQZH,0,0.36147952,"{'features': ['kabhi', 'Contract', 'tenure', 'disconnect', 'MonthlyCharges'], 'values': [-0.8819718360900879, 0.7836095690727234, 0.41259318590164185, -0.29527798295021057, 0.27112647891044617]}"
1178-PZGAB,0,0.050780714,"{'features': ['MonthlyCharges', 'Contract', 'bills', 'every', 'TotalCharges'], 'values': [-1.1243438720703125, -0.9964443445205688, -0.6244089603424072, 0.47212356328964233, -0.2505493760108948]}"
7927-AUXBZ,1,0.7046208,"{'features': ['Contract', 'tenure', 'TechSupport', 'MonthlyCharges', 'gender'], 'values': [0.7697065472602844, -0.5437018275260925, -0.4686238169670105, 0.41139090061187744, 0.24889183044433594]}"
2626-VEEWG,0,0.006378924,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'complaints', 'Dependents'], 'values': [-1.9463766813278198, -1.037770390510559, -0.3997703492641449, -0.3716263473033905, -0.35026171803474426]}"
2878-RMWXY,0,0.01307812,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'OnlineSecurity', 'TotalCharges'], 'values': [-2.2129600048065186, -1.5944993495941162, 0.8497858047485352, -0.6329284310340881, 0.45332062244415283]}"
1657-DYMBM,0,0.016934343,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'done', 'it'], 'values': [-1.6134480237960815, -1.0942943096160889, -0.47378242015838623, 0.29169076681137085, -0.21904896199703217]}"
7311-MQJCH,0,0.043291558,"{'features': ['Contract', 'MonthlyCharges', 'TotalCharges', 'tenure', 'StreamingMovies'], 'values': [-1.475972294807434, -1.226873755455017, -0.3145886957645416, 0.2260863482952118, -0.2026432454586029]}"
7375-WMVMT,0,0.011084975,"{'features': ['Contract', 'tenure', 'OnlineBackup', 'TechSupport', 'MonthlyCharges'], 'values': [-1.8748730421066284, -1.1348456144332886, -0.24809622764587402, -0.24142254889011383, 0.20360806584358215]}"
1136-XGEQU,0,0.067714706,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'Dependents', 'SentimentScore'], 'values': [-0.8687337636947632, -0.44899746775627136, 0.38556236028671265, -0.34429144859313965, -0.3322393000125885]}"
2530-FMFXO,0,0.07074946,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'Dependents', 'the'], 'values': [-1.6384265422821045, 1.0871495008468628, -0.6726632714271545, -0.5305740237236023, -0.4599973261356354]}"
6844-DZKRF,0,0.17208596,"{'features': ['average', 'MonthlyCharges', 'Contract', 'TechSupport', 'tenure'], 'values': [-1.0824198722839355, -0.939555823802948, 0.6680647730827332, -0.615479588508606, 0.4754176735877991]}"
4695-WJZUE,1,0.8762115,"{'features': ['tenure', 'Contract', 'MonthlyCharges', 'frustrated', 'SeniorCitizen'], 'values': [0.9793853759765625, 0.8779597878456116, 0.5334941744804382, -0.34148702025413513, -0.25885093212127686]}"
7619-ODSGN,0,0.4819424,"{'features': ['Contract', 'MonthlyCharges', 'speed', 'tenure', 'OnlineSecurity'], 'values': [0.6955193877220154, -0.543324887752533, 0.4627916216850281, -0.3714665174484253, -0.29990214109420776]}"
5970-GHJAW,0,0.004661075,"{'features': ['Contract', 'MonthlyCharges', 'Dependents', 'tenure', 'service'], 'values': [-1.8963772058486938, -1.2379677295684814, -0.4174382984638214, -0.3561922013759613, -0.283996045589447]}"
8879-XUAHX,0,0.019255651,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'OnlineSecurity', 'OnlineBackup'], 'values': [-1.8621927499771118, -1.0292760133743286, 0.6667017340660095, -0.5337232947349548, -0.31108108162879944]}"
3689-MOZGR,0,0.21604247,"{'features': ['MonthlyCharges', 'tenure', 'Contract', 'TechSupport', 'PhoneService'], 'values': [-1.295749306678772, -0.8771535754203796, 0.6546504497528076, -0.4963216781616211, 0.3561001121997833]}"
4195-PNGZS,0,0.008919878,"{'features': ['Contract', 'MonthlyCharges', 'TotalCharges', 'tenure', 'Dependents'], 'values': [-1.9310227632522583, -1.0971455574035645, -0.5835797786712646, -0.5214841365814209, -0.3897692859172821]}"
5003-XZWWO,0,0.009402582,"{'features': ['Contract', 'tenure', 'TechSupport', 'InternetService', 'OnlineBackup'], 'values': [-2.202982187271118, -1.118577480316162, -0.3952489495277405, 0.236608624458313, -0.22551479935646057]}"
3988-RQIXO,1,0.9700187,"{'features': ['tenure', 'Contract', 'MonthlyCharges', 'gender', 'OnlineSecurity'], 'values': [1.3804762363433838, 0.9170184135437012, 0.7116742730140686, 0.19839558005332947, 0.19830305874347687]}"
7622-FWGEW,0,0.011639344,"{'features': ['Contract', 'tenure', 'average', 'TechSupport', 'OnlineSecurity'], 'values': [-1.9661482572555542, -0.5303694605827332, -0.4516851603984833, -0.3866930305957794, -0.36464568972587585]}"
6922-NCEDI,0,0.023834113,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'Dependents', 'TotalCharges'], 'values': [-0.9715427160263062, -0.9493910074234009, -0.4577924907207489, -0.4407323896884918, -0.260146826505661]}"
2514-GINMM,1,0.9638896,"{'features': ['tenure', 'Contract', 'MonthlyCharges', 'OnlineSecurity', 'TechSupport'], 'values': [1.3296918869018555, 0.9529983401298523, 0.4725894331932068, 0.2643764913082123, 0.21074004471302032]}"
9891-NQDBD,0,0.020129785,"{'features': ['Contract', 'the', 'MonthlyCharges', 'tenure', 'PaymentMethod'], 'values': [-1.0542283058166504, -1.026045799255371, -1.019573450088501, -0.37611153721809387, -0.34766966104507446]}"
6131-IUNXN,0,0.046496015,"{'features': ['MonthlyCharges', 'Contract', 'Dependents', 'tenure', 'SentimentScore'], 'values': [-1.4440919160842896, 0.5315263867378235, -0.3875478208065033, -0.3695722222328186, -0.3346428871154785]}"
8548-AWOFC,0,0.14857528,"{'features': ['tenure', 'TechSupport', 'Contract', 'MonthlyCharges', 'frustrated'], 'values': [-0.9840480089187622, -0.6138820052146912, 0.5225110054016113, -0.4577915668487549, -0.2778795659542084]}"
9798-DRYDS,0,0.05652396,"{'features': ['Contract', 'MonthlyCharges', 'hai', 'kabhi', 'TechSupport'], 'values': [-0.8139578104019165, -0.5906921029090881, -0.5325803756713867, -0.42108961939811707, -0.37836015224456787]}"
8532-UEFWH,0,0.013104326,"{'features': ['Contract', 'MonthlyCharges', 'Dependents', 'PaymentMethod', 'tenure'], 'values': [-1.903212547302246, -0.9033209681510925, -0.3895774781703949, -0.3765532672405243, -0.2774806618690491]}"
6296-DDOOR,0,0.08829522,"{'features': ['Contract', 'MonthlyCharges', 'it', 'OnlineSecurity', 'OnlineBackup'], 'values': [-1.3756155967712402, -0.580158531665802, -0.3226034343242645, 0.2625013589859009, -0.20828209817409515]}"
7951-VRDVK,0,0.06339442,"{'features': ['Contract', 'OnlineSecurity', 'tenure', 'DeviceProtection', 'InternetService'], 'values': [-0.8959940075874329, -0.38010749220848083, -0.3681298792362213, -0.31979694962501526, 0.3120829463005066]}"
5931-FLJJF,1,0.7816771,"{'features': ['Contract', 'tenure', 'ever', 'PaymentMethod', 'gender'], 'values': [0.7655344009399414, 0.35442209243774414, 0.24238459765911102, -0.22666065394878387, -0.18872585892677307]}"
4815-YOSUK,0,0.032657545,"{'features': ['tenure', 'MonthlyCharges', 'Contract', 'Dependents', 'TotalCharges'], 'values': [-1.7080072164535522, 0.8131068348884583, -0.6171057224273682, -0.5281714200973511, 0.39183545112609863]}"
2659-VXMWZ,0,0.10763515,"{'features': ['Contract', 'Dependents', 'MonthlyCharges', 'OnlineSecurity', 'average'], 'values': [-0.69093918800354, -0.5656081438064575, 0.5416338443756104, -0.5141703486442566, -0.4816047251224518]}"
0380-NEAVX,0,0.18792689,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'OnlineSecurity', 'not'], 'values': [-1.184065580368042, 0.7961668968200684, -0.3488841652870178, 0.2443351149559021, -0.23785078525543213]}"
3207-OYBWH,0,0.20014025,"{'features': ['tenure', 'SentimentScore', 'Contract', 'Partner', 'TotalCharges'], 'values': [-1.1207109689712524, -0.6056587100028992, 0.5546780824661255, -0.3139459490776062, 0.2970394790172577]}"
4285-GYRQC,1,0.8695148,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'OnlineSecurity', 'DeviceProtection'], 'values': [0.9034065008163452, 0.5505447387695312, 0.4938061535358429, 0.20346787571907043, -0.19724726676940918]}"
7216-EWTRS,1,0.9707127,"{'features': ['tenure', 'MonthlyCharges', 'Contract', 'TechSupport', 'TotalCharges'], 'values': [1.2436186075210571, 1.0423411130905151, 0.8474891781806946, 0.2046525925397873, 0.18088141083717346]}"
4365-MSDYN,0,0.06619886,"{'features': ['MonthlyCharges', 'Contract', 'TechSupport', 'TotalCharges', 'OnlineSecurity'], 'values': [-1.2552361488342285, 0.5690817832946777, -0.23849694430828094, -0.20528557896614075, -0.1948191523551941]}"
7036-TYDEC,0,0.36484718,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'the', 'loving'], 'values': [-1.8144868612289429, 1.3755356073379517, -0.551305890083313, 0.4122448265552521, -0.32944434881210327]}"
5802-ADBRC,0,0.24345215,"{'features': ['MonthlyCharges', 'Contract', 'tenure', 'PaymentMethod', 'OnlineSecurity'], 'values': [1.2926472425460815, -0.764549970626831, -0.5299261808395386, -0.425531804561615, -0.27117520570755005]}"
8076-FEZKJ,0,0.047342524,"{'features': ['MonthlyCharges', 'Contract', 'service', 'bilkul', 'kabhi'], 'values': [-1.0511666536331177, -0.9451082348823547, 0.4187897741794586, -0.35744279623031616, -0.3572425842285156]}"
5197-YPYBZ,0,0.026301049,"{'features': ['Contract', 'MonthlyCharges', 'Dependents', 'gender', 'TotalCharges'], 'values': [-2.074045181274414, -0.988477885723114, -0.3537416160106659, 0.13025565445423126, -0.1286819577217102]}"
8337-MSSXB,1,0.5830716,"{'features': ['kabhi', 'Contract', 'MonthlyCharges', 'service', 'bilkul'], 'values': [-0.8798202276229858, 0.7086566686630249, 0.5616090297698975, 0.5026547908782959, -0.4100364148616791]}"
4312-GVYNH,0,0.006818815,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'TechSupport', 'OnlineSecurity'], 'values': [-2.056363344192505, -0.8623398542404175, -0.7624361515045166, -0.5535526275634766, -0.48232871294021606]}"
8495-LJDFO,0,0.107539505,"{'features': ['tenure', 'MonthlyCharges', 'OnlineSecurity', 'TechSupport', 'Contract'], 'values': [-1.4064489603042603, 0.8725600838661194, -0.5841966867446899, -0.5223880410194397, 0.38230377435684204]}"
0839-JTCUD,0,0.023124337,"{'features': ['Contract', 'tenure', 'TechSupport', 'OnlineSecurity', 'InternetService'], 'values': [-2.0103600025177, -0.617418110370636, -0.3304055333137512, -0.29940488934516907, 0.2987617552280426]}"
5494-WOZRZ,0,0.023468902,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'TechSupport', 'InternetService'], 'values': [-1.6072039604187012, -1.186102271080017, -0.3454318344593048, -0.3373650908470154, 0.2962746322154999]}"
1302-UHBDD,1,0.5103982,"{'features': ['Contract', 'MonthlyCharges', 'TotalCharges', 'gender', 'TechSupport'], 'values': [0.7767199277877808, 0.3612860143184662, -0.25163233280181885, -0.23183533549308777, 0.21389120817184448]}"
2234-EOFPT,0,0.008179566,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'TechSupport', 'InternetService'], 'values': [-2.222062110900879, -1.4307079315185547, -0.4568496644496918, -0.300027459859848, 0.27961021661758423]}"
8619-IJNDK,0,0.0049307155,"{'features': ['Contract', 'tenure', 'average', 'MonthlyCharges', 'TechSupport'], 'values': [-1.849750280380249, -1.1759403944015503, -0.5386277437210083, -0.490681916475296, -0.31714117527008057]}"
8378-LKJAF,1,0.65126216,"{'features': ['MonthlyCharges', 'Dependents', 'Contract', 'tenure', 'TechSupport'], 'values': [1.1906702518463135, -0.7057986259460449, 0.6426078677177429, -0.37370797991752625, 0.23913106322288513]}"
8182-BJDSI,1,0.84505725,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'TechSupport', 'PaymentMethod'], 'values': [0.8113811612129211, 0.5126451253890991, -0.40220698714256287, 0.21895559132099152, 0.1792253851890564]}"
2528-HFYZX,1,0.61215246,"{'features': ['Contract', 'tenure', 'service', 'SentimentScore', 'OnlineBackup'], 'values': [0.6972687840461731, -0.3831169307231903, 0.26854681968688965, -0.2648217976093292, -0.2562900185585022]}"
1153-GNOLC,0,0.1907245,"{'features': ['Contract', 'MonthlyCharges', 'PhoneService', 'tenure', 'TotalCharges'], 'values': [-1.147416114807129, -0.8479379415512085, 0.7918379902839661, -0.4107553958892822, -0.40364208817481995]}"
3298-QEICA,0,0.01883736,"{'features': ['Contract', 'MonthlyCharges', 'bills', 'PaymentMethod', 'every'], 'values': [-1.9167132377624512, -0.8490753173828125, -0.6790605187416077, -0.41236966848373413, 0.4092881679534912]}"
0788-DXBFY,0,0.03179795,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'Dependents', 'StreamingMovies'], 'values': [-1.0513122081756592, -0.8477293848991394, -0.43511903285980225, -0.3637039363384247, -0.22384688258171082]}"
3597-YASZG,0,0.041197978,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'TechSupport', 'OnlineBackup'], 'values': [-2.098480463027954, 0.9951216578483582, -0.6913119554519653, -0.3994116485118866, -0.28392085433006287]}"
3496-LFSZU,0,0.39072165,"{'features': ['average', 'Contract', 'tenure', 'TotalCharges', 'MonthlyCharges'], 'values': [-1.0199171304702759, 0.8340420126914978, 0.40553921461105347, -0.35711175203323364, -0.2723817527294159]}"
5242-UOWHD,0,0.0039886488,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'Dependents', 'customer'], 'values': [-1.809540867805481, -1.2975034713745117, -0.3939644992351532, -0.3510758876800537, -0.3204846680164337]}"
2482-CZGBB,1,0.78351057,"{'features': ['Contract', 'is', 'PaymentMethod', 'tenure', 'gender'], 'values': [0.8773975968360901, -0.43835383653640747, 0.24655671417713165, 0.203049898147583, -0.18948611617088318]}"
6479-SZPLM,0,0.0073505947,"{'features': ['Contract', 'MonthlyCharges', 'the', 'tenure', 'is'], 'values': [-1.6877985000610352, -1.0513803958892822, -0.5623498558998108, -0.43712106347084045, -0.24743473529815674]}"
8097-VBQTZ,0,0.06444601,"{'features': ['tenure', 'OnlineSecurity', 'Contract', 'SentimentScore', 'very'], 'values': [-0.9417131543159485, -0.5374597311019897, 0.5325161814689636, -0.4919140934944153, 0.3555164635181427]}"
4500-HKANN,0,0.023697045,"{'features': ['Contract', 'MonthlyCharges', 'PaymentMethod', 'TotalCharges', 'TechSupport'], 'values': [-1.8389078378677368, -0.4131280779838562, -0.3209081292152405, -0.28661832213401794, -0.28444838523864746]}"
9917-KWRBE,0,0.048167817,"{'features': ['Contract', 'OnlineSecurity', 'DeviceProtection', 'so', 'tenure'], 'values': [-1.1647003889083862, -0.44294774532318115, -0.26563337445259094, -0.25720322132110596, -0.21550676226615906]}"
3420-ZDBMA,1,0.5779001,"{'features': ['Contract', 'tenure', 'PaymentMethod', 'OnlineSecurity', 'EmojiNegativeCount'], 'values': [0.8262172937393188, 0.4780637323856354, -0.41558635234832764, 0.23967161774635315, -0.22550919651985168]}"
2212-LYASK,0,0.4209642,"{'features': ['Dependents', 'PhoneService', 'MonthlyCharges', 'tenure', 'is'], 'values': [-0.6424058079719543, 0.5084278583526611, -0.4842386245727539, -0.43170613050460815, 0.3588806092739105]}"
1393-IMKZG,1,0.92681354,"{'features': ['tenure', 'Contract', 'MonthlyCharges', 'TechSupport', 'gender'], 'values': [1.2481149435043335, 0.8181118369102478, 0.8165099620819092, -0.6697534918785095, 0.23019291460514069]}"
8069-RHUXK,0,0.0054924306,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'SentimentScore', 'Dependents'], 'values': [-1.707240104675293, -1.0853902101516724, -0.6874403953552246, -0.678231418132782, -0.3175317049026489]}"
3398-GCPMU,0,0.009551403,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'the', 'loving'], 'values': [-2.0261826515197754, -1.412881851196289, -0.39536112546920776, 0.3758534789085388, -0.3272448480129242]}"
2908-WGAXL,0,0.008451747,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'Dependents', 'TotalCharges'], 'values': [-1.9583637714385986, -1.2382597923278809, -0.5192302465438843, -0.33849963545799255, -0.3350532054901123]}"
3378-AJRAO,0,0.054242354,"{'features': ['MonthlyCharges', 'Contract', 'average', 'Dependents', 'tenure'], 'values': [-1.0648351907730103, -0.8588082194328308, -0.5344791412353516, -0.40098878741264343, -0.22214196622371674]}"
1013-QCWAM,0,0.47680816,"{'features': ['MonthlyCharges', 'tenure', 'Contract', 'SeniorCitizen', 'SentimentScore'], 'values': [0.9929745197296143, -0.9785082936286926, 0.6720466613769531, -0.32146963477134705, -0.2908525764942169]}"
0866-QLSIR,0,0.062422745,"{'features': ['Contract', 'MonthlyCharges', 'SentimentScore', 'PaymentMethod', 'tenure'], 'values': [-1.0083091259002686, -0.5952582359313965, -0.4332394003868103, -0.3691703975200653, -0.3612491488456726]}"
6050-FFXES,0,0.13492931,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'TechSupport', 'SentimentScore'], 'values': [-1.5892952680587769, 1.0425946712493896, -0.5786901116371155, -0.408108651638031, -0.2971436381340027]}"
7181-BQYBV,1,0.7204688,"{'features': ['MonthlyCharges', 'tenure', 'OnlineSecurity', 'SentimentScore', 'Contract'], 'values': [1.2314459085464478, 0.9113393425941467, -0.6815891861915588, -0.6351072788238525, 0.6250488758087158]}"
0362-RAOQO,0,0.026256124,"{'features': ['Contract', 'MonthlyCharges', 'service', 'kabhi', 'bilkul'], 'values': [-2.25508975982666, -0.6804920434951782, 0.42013201117515564, -0.4172458350658417, -0.32869526743888855]}"
9554-DFKIC,0,0.05593346,"{'features': ['MonthlyCharges', 'tenure', 'Contract', 'OnlineSecurity', 'Dependents'], 'values': [-0.8322993516921997, -0.7279005646705627, 0.5521226525306702, -0.4934483468532562, -0.4645082652568817]}"
5527-ACHSO,0,0.20430747,"{'features': ['Contract', 'speed', 'TechSupport', 'MonthlyCharges', 'MultipleLines'], 'values': [0.6469321846961975, -0.40290671586990356, -0.39220330119132996, -0.287319153547287, -0.28132185339927673]}"
0829-DDVLK,0,0.061897174,"{'features': ['Contract', 'MonthlyCharges', 'TotalCharges', 'StreamingMovies', 'gender'], 'values': [-1.3682925701141357, -0.9122691750526428, -0.25921615958213806, -0.20568470656871796, 0.141529381275177]}"
1399-UBQIU,0,0.14199531,"{'features': ['customer', 'Contract', 'MonthlyCharges', 'SentimentScore', 'MultipleLines'], 'values': [-0.6152658462524414, 0.5851465463638306, -0.5644976496696472, -0.4318501055240631, -0.23052094876766205]}"
1813-JLKWR,0,0.01914925,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'Dependents', 'TotalCharges'], 'values': [-1.1633188724517822, -0.896034300327301, -0.7556583285331726, -0.399766206741333, -0.3573652505874634]}"
0336-PIKEI,0,0.0043929643,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'TechSupport', 'MonthlyCharges'], 'values': [-1.9567509889602661, -1.5501155853271484, -0.4087333381175995, -0.3149045407772064, -0.30042701959609985]}"
7322-OCWHC,0,0.003801409,"{'features': ['Contract', 'tenure', 'it', 'TechSupport', 'OnlineSecurity'], 'values': [-2.0332577228546143, -1.6954588890075684, 0.41197362542152405, -0.3706853985786438, -0.329623281955719]}"
9537-VHDTA,1,0.52646,"{'features': ['tenure', 'OnlineSecurity', 'Contract', 'MonthlyCharges', 'PaymentMethod'], 'values': [0.9504607915878296, -0.710288941860199, 0.6986953020095825, -0.48425912857055664, -0.3923197388648987]}"
4957-TIALW,0,0.03315237,"{'features': ['Contract', 'MonthlyCharges', 'kabhi', 'OnlineSecurity', 'it'], 'values': [-1.2359939813613892, -0.5205302834510803, -0.4812868535518646, -0.33614665269851685, 0.3316670358181]}"
2054-PJOCK,0,0.143093,"{'features': ['Contract', 'tenure', 'TechSupport', 'TotalCharges', 'MonthlyCharges'], 'values': [-0.8929644227027893, -0.7213014960289001, -0.36190950870513916, 0.26587286591529846, -0.2637614607810974]}"
9150-HEPMB,0,0.010593894,"{'features': ['Contract', 'MonthlyCharges', 'average', 'tenure', 'OnlineSecurity'], 'values': [-0.9847704172134399, -0.8248096108436584, -0.619914174079895, -0.6077221035957336, -0.4850030243396759]}"
9030-QGZNL,0,0.012502027,"{'features': ['Contract', 'MonthlyCharges', 'bills', 'every', 'PaymentMethod'], 'values': [-2.284062385559082, -1.0700160264968872, -0.6871671080589294, 0.3911289572715759, -0.3420955538749695]}"
6204-IEUXJ,1,0.7989719,"{'features': ['Contract', 'tenure', 'TechSupport', 'gender', 'DeviceProtection'], 'values': [0.8719527721405029, 0.809105396270752, -0.38386788964271545, 0.3049851059913635, -0.2814844250679016]}"
3126-WQMGH,0,0.27034262,"{'features': ['MonthlyCharges', 'tenure', 'Contract', 'InternetService', 'Partner'], 'values': [-0.9927001595497131, -0.9608026146888733, 0.6835026741027832, 0.22219134867191315, -0.22149667143821716]}"
4529-CKBCL,1,0.7733139,"{'features': ['Contract', 'tenure', 'customer', 'TotalCharges', 'MonthlyCharges'], 'values': [0.8890464901924133, 0.6449397802352905, -0.5999075174331665, -0.25664985179901123, 0.25467386841773987]}"
2506-CLAKW,1,0.82816106,"{'features': ['MonthlyCharges', 'tenure', 'Contract', 'OnlineSecurity', 'TechSupport'], 'values': [1.2898732423782349, 0.8180862069129944, 0.7279015779495239, -0.5839489698410034, -0.3372407853603363]}"
7176-WRTNX,0,0.05215523,"{'features': ['Contract', 'MonthlyCharges', 'TotalCharges', 'OnlineSecurity', 'tenure'], 'values': [-1.8926033973693848, 0.8900792598724365, 0.5265427827835083, -0.5232586860656738, -0.4959612190723419]}"
1583-IHQZE,1,0.66149014,"{'features': ['MonthlyCharges', 'Contract', 'TechSupport', 'PaymentMethod', 'OnlineBackup'], 'values': [1.1083405017852783, 0.5833128094673157, -0.5814218521118164, -0.2392766922712326, -0.21381545066833496]}"
5732-IKGQH,0,0.22213277,"{'features': ['MonthlyCharges', 'Contract', 'OnlineSecurity', 'tenure', 'SeniorCitizen'], 'values': [1.3061257600784302, -0.7570061683654785, -0.3975602984428406, -0.340195894241333, -0.3181096613407135]}"
9239-GZHZE,0,0.009077825,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'OnlineSecurity', 'TechSupport'], 'values': [-2.112936019897461, -1.764295220375061, 0.8065153360366821, -0.49764856696128845, -0.3713289797306061]}"
7205-BAIAD,0,0.0060117478,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'it', 'SentimentScore'], 'values': [-2.214481830596924, -1.3693196773529053, -0.5250542759895325, -0.3079151511192322, -0.16805127263069153]}"
0151-ONTOV,1,0.9325318,"{'features': ['tenure', 'Contract', 'SentimentScore', 'PaymentMethod', 'MonthlyCharges'], 'values': [1.1228550672531128, 0.821605920791626, -0.3601576089859009, -0.2936973571777344, 0.2619582712650299]}"
4140-MUHUG,1,0.8360709,"{'features': ['Contract', 'the', 'tenure', 'MonthlyCharges', 'OnlineSecurity'], 'values': [0.8419410586357117, -0.690500020980835, 0.649452269077301, 0.4570688009262085, 0.20095176994800568]}"
0093-EXYQL,0,0.34857294,"{'features': ['tenure', 'Contract', 'the', 'TotalCharges', 'MonthlyCharges'], 'values': [-0.698418140411377, 0.6290306448936462, -0.6049821972846985, -0.331814169883728, 0.2596391439437866]}"
8064-RAVOH,1,0.5580177,"{'features': ['tenure', 'MonthlyCharges', 'Contract', 'Dependents', 'TotalCharges'], 'values': [0.9773251414299011, -0.8221904635429382, 0.7763271927833557, -0.48708704113960266, -0.3563438355922699]}"
0219-QAERP,0,0.017115157,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'complaints', 'TotalCharges'], 'values': [-1.1037569046020508, -0.9783102869987488, -0.5028132200241089, -0.3871532678604126, -0.2472008466720581]}"
0320-JDNQG,1,0.64660877,"{'features': ['MonthlyCharges', 'Contract', 'TechSupport', 'OnlineSecurity', 'gender'], 'values': [1.3576816320419312, 0.6000102162361145, -0.4782862365245819, -0.29972144961357117, -0.28985342383384705]}"
7180-PISOG,1,0.9018664,"{'features': ['tenure', 'Contract', 'Dependents', 'OnlineSecurity', 'TechSupport'], 'values': [1.0541361570358276, 0.8706246018409729, -0.5123158693313599, 0.2196531742811203, 0.2096141129732132]}"
9168-INPSZ,1,0.76403636,"{'features': ['MonthlyCharges', 'Contract', 'tenure', 'TechSupport', 'great'], 'values': [1.2723513841629028, 0.6344982385635376, -0.577073872089386, -0.34346622228622437, 0.2311067283153534]}"
3571-RFHAR,1,0.734903,"{'features': ['MonthlyCharges', 'tenure', 'Contract', 'TechSupport', 'so'], 'values': [1.3970493078231812, -1.0551519393920898, 0.4286946654319763, -0.4177428185939789, 0.32325345277786255]}"
0015-UOCOJ,1,0.51947373,"{'features': ['Contract', 'MonthlyCharges', 'the', 'OnlineSecurity', 'tenure'], 'values': [0.7464441657066345, -0.7005259394645691, -0.6458194851875305, -0.29953256249427795, 0.2987598478794098]}"
5334-AFQJB,0,0.0054007284,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'TotalCharges', 'EmojiCount'], 'values': [-2.0006582736968994, -1.2125788927078247, -0.9888107776641846, -0.45997947454452515, -0.13215374946594238]}"
2754-SDJRD,1,0.9684317,"{'features': ['MonthlyCharges', 'Contract', 'tenure', 'TechSupport', 'EmojiCount'], 'values': [1.6361771821975708, 0.7935088872909546, 0.6354386806488037, -0.4885004758834839, 0.27753716707229614]}"
9578-VRMNM,1,0.7327295,"{'features': ['Contract', 'MonthlyCharges', 'DeviceProtection', 'OnlineSecurity', 'TechSupport'], 'values': [0.7242822051048279, -0.413726270198822, -0.26583847403526306, 0.20202887058258057, 0.19848386943340302]}"
1587-FKLZB,0,0.3185061,"{'features': ['MonthlyCharges', 'tenure', 'Dependents', 'Contract', 'SentimentScore'], 'values': [1.0894455909729004, -0.9797027707099915, -0.5920569896697998, 0.5622328519821167, -0.3189617991447449]}"
6140-QNRQQ,1,0.788085,"{'features': ['tenure', 'Contract', 'customer', 'PaymentMethod', 'gender'], 'values': [1.4264881610870361, 0.8565895557403564, -0.5399892330169678, -0.35740840435028076, -0.2173328399658203]}"
8963-JLGJT,0,0.32586452,"{'features': ['tenure', 'Contract', 'OnlineSecurity', 'PaymentMethod', 'MonthlyCharges'], 'values': [0.7591305375099182, 0.7249653339385986, -0.7129268050193787, -0.4292365312576294, -0.382327675819397]}"
4307-KTUMW,0,0.4241683,"{'features': ['tenure', 'Contract', 'OnlineSecurity', 'MonthlyCharges', 'TechSupport'], 'values': [-0.663937509059906, 0.6621088981628418, -0.48790720105171204, 0.3670916259288788, 0.2671504020690918]}"
1465-LNTLJ,0,0.16682883,"{'features': ['MonthlyCharges', 'Contract', 'kabhi', 'TechSupport', 'it'], 'values': [-0.7476640939712524, 0.5972663164138794, -0.5263451337814331, -0.40081921219825745, 0.3526477515697479]}"
